0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
671,1001,1430,422,122,1421,396,352,1204,1397,0,415,603,666,1194,805,1058,302,877,1050,1172,1570,862,51,611,602,374,619,573,491,315,242,356,857,1202,1314,841,1377,856,734,1191,1014,640,637,463,1195,421,1290,681,1483,1540,478,613,914,757
837,1128,1416,382,537,1328,151,95,1276,1469,415,0,271,625,1283,420,1130,149,1043,957,1119,1736,1028,414,829,243,322,691,557,132,487,173,286,964,1368,1386,748,1470,708,375,1177,1180,600,342,592,1142,600,1383,431,1439,1526,69,407,1080,923
1102,1399,1687,653,717,1599,207,366,1547,1740,603,271,0,866,1554,217,1401,420,1308,1228,1390,2001,1293,602,1094,320,325,962,828,403,752,428,336,1235,1633,1657,1019,1741,979,188,1448,1445,871,613,863,1413,865,1654,702,1710,1797,340,678,1345,1188
575,700,826,244,783,755,774,557,732,925,666,625,866,0,766,843,613,477,630,384,529,1237,726,665,568,614,823,277,216,503,468,555,805,550,861,842,175,953,307,746,587,767,104,429,326,552,537,866,378,866,936,568,308,690,650
523,205,443,912,1081,561,1418,1214,144,209,1194,1283,1554,766,0,1594,153,1134,317,688,526,474,513,1143,592,1365,1424,592,726,1254,879,1197,1406,369,95,258,819,187,965,1497,276,180,704,1180,748,448,813,100,1137,563,546,1319,1067,377,437
1168,1439,1634,682,919,1546,411,479,1540,1733,805,420,217,843,1594,0,1441,559,1355,1175,1337,2045,1359,804,1161,229,534,1002,868,340,897,589,545,1275,1680,1650,966,1781,926,140,1395,1492,900,560,903,1360,1010,1694,649,1657,1744,405,625,1411,1254
487,283,501,759,1045,559,1278,1061,146,339,1058,1130,1401,613,153,1441,0,981,345,558,396,627,477,1007,556,1212,1288,439,573,1101,743,1059,1270,321,248,256,666,340,812,1344,135,333,551,1027,595,395,756,253,984,561,615,1166,914,405,401
688,979,1290,233,424,1232,297,80,1127,1320,302,149,420,477,1134,559,981,0,894,861,996,1588,879,301,680,330,412,542,408,219,338,78,394,815,1219,1237,652,1321,667,462,1051,1031,451,365,443,1029,451,1234,454,1343,1401,206,424,931,774
206,150,760,673,764,878,1101,974,461,526,877,1043,1308,630,317,1355,345,894,0,722,741,693,196,826,275,1126,1107,353,487,1015,562,880,1089,80,325,575,726,500,872,1258,480,137,528,941,471,740,496,413,956,880,863,1080,888,64,120
725,711,545,628,1112,371,1108,900,544,690,1050,957,1228,384,688,1175,558,861,722,0,162,979,818,1049,794,946,1207,493,595,835,795,939,1189,642,783,607,209,787,374,1078,423,794,483,761,649,240,810,741,701,482,655,900,631,782,742
785,679,383,773,1172,334,1270,1062,382,528,1172,1119,1390,529,526,1337,396,996,741,162,0,817,873,1121,854,1108,1352,553,687,997,857,1084,1334,702,621,445,371,625,536,1240,261,706,581,923,709,78,870,579,863,436,493,1062,793,801,797
899,665,434,1366,1457,770,1794,1667,509,340,1570,1736,2001,1237,474,2045,627,1588,693,979,817,0,889,1519,968,1816,1800,1046,1180,1705,1255,1573,1782,773,391,395,1188,287,1353,1948,650,556,1178,1631,1164,739,1189,374,1580,651,427,1770,1510,753,813
191,320,956,681,749,1036,1086,959,623,722,862,1028,1293,726,513,1359,477,879,196,818,873,889,0,811,260,1130,1092,449,565,1019,547,865,1074,176,521,733,822,696,968,1262,612,333,624,945,456,872,481,609,960,1038,1059,1084,892,147,128
620,950,1379,421,130,1417,395,351,1153,1346,51,414,602,665,1143,804,1007,301,826,1049,1121,1519,811,0,587,601,382,568,522,490,264,241,364,806,1151,1263,840,1326,855,733,1140,963,611,636,412,1144,370,1239,680,1432,1489,477,612,863,706
69,399,1035,483,489,1115,887,760,702,801,611,829,1094,568,592,1161,556,680,275,794,854,968,260,587,0,932,893,326,368,821,348,666,875,255,600,812,743,775,872,1064,691,412,466,747,258,877,235,688,762,1117,1138,886,694,312,155
939,1210,1405,453,724,1317,394,250,1311,1504,602,243,320,614,1365,229,1212,330,1126,946,1108,1816,1130,601,932,0,565,773,639,111,668,360,529,1046,1451,1421,737,1552,697,132,1166,1263,671,331,674,1131,781,1465,420,1428,1515,176,396,1182,1025
901,1231,1636,579,446,1578,173,417,1434,1627,374,322,325,823,1424,534,1288,412,1107,1207,1352,1800,1092,382,893,565,0,849,754,454,551,334,36,1087,1432,1544,998,1607,1013,505,1397,1244,797,664,693,1375,664,1520,753,1689,1746,391,729,1144,987
333,437,811,320,619,849,839,622,585,778,619,691,962,277,592,1002,439,542,353,493,553,1046,449,568,326,773,849,0,134,662,304,620,831,273,678,695,452,779,584,905,572,490,175,588,156,576,317,692,603,864,921,727,535,413,373
375,571,945,186,573,966,705,488,719,912,573,557,828,216,726,868,573,408,487,595,687,1180,565,522,368,639,754,134,0,528,258,486,736,407,812,829,391,913,517,771,706,624,112,454,110,710,321,826,469,998,1055,593,401,547,461
828,1099,1294,342,613,1206,283,139,1200,1393,491,132,403,503,1254,340,1101,219,1015,835,997,1705,1019,490,821,111,454,662,528,0,557,249,418,935,1340,1310,626,1441,586,243,1055,1152,560,220,563,1020,670,1354,309,1317,1404,65,285,1071,914
356,686,1115,258,323,1153,545,418,889,1082,315,487,752,468,879,897,743,338,562,795,857,1255,547,264,348,668,551,304,258,557,0,324,533,542,887,999,643,1062,692,800,876,699,370,522,148,880,119,975,537,1168,1225,544,469,599,442
674,1004,1368,311,364,1310,221,110,1205,1398,242,173,428,555,1197,589,1059,78,880,939,1084,1573,865,241,666,360,334,620,486,249,324,0,316,860,1205,1315,730,1380,745,492,1129,1017,529,395,466,1107,437,1293,484,1421,1478,236,460,917,760
883,1213,1618,561,428,1560,137,381,1416,1609,356,286,336,805,1406,545,1270,394,1089,1189,1334,1782,1074,364,875,529,36,831,736,418,533,316,0,1069,1414,1526,980,1589,994,516,1379,1226,779,628,675,1357,646,1502,717,1671,1728,355,693,1126,969
186,164,812,593,744,880,1081,895,467,578,857,964,1235,550,369,1275,321,815,80,642,702,773,176,806,255,1046,1087,273,407,935,542,860,1069,0,405,577,646,552,792,1178,456,217,448,861,429,716,476,465,876,882,915,1000,808,140,100
531,296,518,998,1089,656,1426,1299,239,284,1202,1368,1633,861,95,1680,248,1219,325,783,621,391,521,1151,600,1451,1432,678,812,1340,887,1205,1414,405,0,353,914,230,1060,1583,371,188,799,1266,796,543,821,149,1232,658,621,1405,1162,385,445
743,463,245,1015,1301,453,1534,1317,114,83,1314,1386,1657,842,258,1650,256,1237,575,607,445,395,733,1263,812,1421,1544,695,829,1310,999,1315,1526,577,353,0,816,180,981,1553,255,438,807,1236,851,367,1012,218,1185,384,388,1375,1115,635,657
729,753,754,419,958,580,899,691,720,899,841,748,1019,175,819,966,666,652,726,209,371,1188,822,840,743,737,998,452,391,626,643,730,980,646,914,816,0,996,165,869,575,836,279,552,501,449,712,917,492,691,864,691,422,786,746
706,388,331,1099,1264,633,1601,1401,284,97,1377,1470,1741,953,187,1781,340,1321,500,787,625,287,696,1326,775,1552,1607,779,913,1441,1062,1380,1589,552,230,180,996,0,1152,1684,429,363,891,1367,935,547,996,87,1324,564,434,1506,1254,560,620
875,899,919,434,978,745,859,651,875,1064,856,708,979,307,965,926,812,667,872,374,536,1353,968,855,872,697,1013,584,517,586,692,745,994,792,1060,981,165,1152,0,829,730,982,411,460,614,614,803,1065,371,856,1029,651,301,932,892
1071,1342,1537,585,856,1449,382,382,1443,1636,734,375,188,746,1497,140,1344,462,1258,1078,1240,1948,1262,733,1064,132,505,905,771,243,800,492,516,1178,1583,1553,869,1684,829,0,1298,1395,803,463,806,1263,913,1597,552,1560,1647,308,528,1314,1157
622,418,423,818,1180,461,1328,1120,145,338,1191,1177,1448,587,276,1395,135,1051,480,423,261,650,612,1140,691,1166,1397,572,706,1055,876,1129,1379,456,371,255,575,429,730,1298,0,456,600,981,728,260,889,342,930,476,533,1120,860,540,536
343,109,623,810,901,741,1238,1111,324,389,1014,1180,1445,767,180,1492,333,1031,137,794,706,556,333,963,412,1263,1244,490,624,1152,699,1017,1226,217,188,438,836,363,982,1395,456,0,665,1078,608,628,633,276,1093,743,726,1217,1025,197,257
473,612,839,218,685,854,748,531,697,890,640,600,871,104,704,900,551,451,528,483,581,1178,624,611,466,671,797,175,112,560,370,529,779,448,799,807,279,891,411,803,600,665,0,486,222,604,433,804,478,892,949,625,408,588,548
754,1025,1220,268,759,1132,493,285,1126,1319,637,342,613,429,1180,560,1027,365,941,761,923,1631,945,636,747,331,664,588,454,220,522,395,628,861,1266,1236,552,1367,460,463,981,1078,486,0,489,946,633,1280,89,1243,1330,285,173,997,840
265,593,967,225,463,1005,687,523,741,934,463,592,863,326,748,903,595,443,471,649,709,1164,456,412,258,674,693,156,110,563,148,466,675,429,796,851,501,935,614,806,728,608,222,489,0,732,211,848,504,1020,1077,628,436,508,351
808,653,305,796,1195,343,1293,1085,304,450,1195,1142,1413,552,448,1360,395,1029,740,240,78,739,872,1144,877,1131,1375,576,710,1020,880,1107,1357,716,543,367,449,547,614,1263,260,628,604,946,732,0,893,501,895,358,415,1085,825,800,796
290,620,1128,369,376,1166,658,531,902,1022,421,600,865,537,813,1010,756,451,496,810,870,1189,481,370,235,781,664,317,321,670,119,437,646,476,821,1012,712,996,803,913,889,633,433,633,211,893,0,909,648,1181,1238,657,580,533,376
619,301,369,1012,1177,614,1514,1314,197,135,1290,1383,1654,866,100,1694,253,1234,413,741,579,374,609,1239,688,1465,1520,692,826,1354,975,1293,1502,465,149,218,917,87,1065,1597,342,276,804,1280,848,501,909,0,1237,602,472,1419,1167,473,533
769,1040,1169,283,803,1072,582,374,1075,1268,681,431,702,378,1137,649,984,454,956,701,863,1580,960,680,762,420,753,603,469,309,537,484,717,876,1232,1185,492,1324,371,552,930,1093,478,89,504,895,648,1237,0,1183,1279,374,84,1012,855
1048,768,306,1110,1483,119,1590,1382,419,467,1483,1439,1710,866,563,1657,561,1343,880,482,436,651,1038,1432,1117,1428,1689,864,998,1317,1168,1421,1671,882,658,384,691,564,856,1560,476,743,892,1243,1020,358,1181,602,1183,0,224,1382,1113,940,962
1069,751,143,1167,1540,343,1677,1469,473,337,1540,1526,1797,936,546,1744,615,1401,863,655,493,427,1059,1489,1138,1515,1746,921,1055,1404,1225,1478,1728,915,621,388,864,434,1029,1647,533,726,949,1330,1077,415,1238,472,1279,224,0,1469,1209,923,983
893,1164,1359,407,600,1271,220,126,1265,1458,478,69,340,568,1319,405,1166,206,1080,900,1062,1770,1084,477,886,176,391,727,593,65,544,236,355,1000,1405,1375,691,1506,651,308,1120,1217,625,285,628,1085,657,1419,374,1382,1469,0,350,1136,979
701,972,1099,215,735,1002,558,350,1005,1198,613,407,678,308,1067,625,914,424,888,631,793,1510,892,612,694,396,729,535,401,285,469,460,693,808,1162,1115,422,1254,301,528,860,1025,408,173,436,825,580,1167,84,1113,1209,350,0,944,787
243,210,820,733,801,938,1138,1011,521,586,914,1080,1345,690,377,1411,405,931,64,782,801,753,147,863,312,1182,1144,413,547,1071,599,917,1126,140,385,635,786,560,932,1314,540,197,588,997,508,800,533,473,1012,940,923,1136,944,0,157
86,244,880,576,644,960,981,854,547,646,757,923,1188,650,437,1254,401,774,120,742,797,813,128,706,155,1025,987,373,461,914,442,760,969,100,445,657,746,620,892,1157,536,257,548,840,351,796,376,533,855,962,983,979,787,157,0
